Timestamp,1. What is your year of study?,2. What is your gender?,3. How often do you have difficulty falling asleep at night?,"4. On average, how many hours of sleep do you get on a typical day?",5. How often do you wake up during the night and have trouble falling back asleep?,6. How would you rate the overall quality of your sleep?,7. How often do you experience difficulty concentrating during lectures or studying due to lack of sleep?,"8. How often do you feel fatigued during the day, affecting your ability to study or attend classes?","9. How often do you miss or skip classes due to sleep-related issues (e.g., insomnia, feeling tired)?",10. How would you describe the impact of insufficient sleep on your ability to complete assignments and meet deadlines?,Phone_Use,Caffeine,Exercise,Stress,GPA,Sleep_Index
10/25/2024 15:04:31,Graduate student,Male,5,4,5,5,5,5,5,5,5,5,4,5,2,4.875
10/25/2024 15:05:08,Graduate student,Male,4,5,5,5,4,4,3,4,4,5,5,5,2,4.25
10/25/2024 15:05:59,Graduate student,Male,5,5,4,4,5,5,5,5,4,4,5,5,2,4.75
10/25/2024 15:06:32,Graduate student,Male,5,4,4,5,5,5,4,5,3,5,5,5,1,4.625
10/25/2024 15:06:50,Graduate student,Male,4,4,4,5,5,5,5,4,5,4,5,5,2,4.5
10/25/2024 15:07:09,Graduate student,Female,5,5,5,5,4,4,4,4,5,5,4,5,2,4.5
10/25/2024 15:07:28,Graduate student,Female,4,4,5,5,5,5,4,4,4,5,4,5,2,4.5
10/25/2024 15:08:42,Graduate student,Male,4,5,5,4,4,5,5,5,4,5,5,4,2,4.625
10/25/2024 15:09:52,Graduate student,Female,4,5,5,5,5,5,3,4,4,5,5,5,2,4.5
10/25/2024 15:11:20,Graduate student,Male,5,4,4,4,4,4,4,5,5,4,5,5,2,4.25
10/25/2024 15:12:24,Graduate student,Male,5,5,5,5,5,5,4,5,5,5,5,5,2,4.875
10/25/2024 15:13:13,Graduate student,Male,5,5,5,5,4,5,5,5,5,5,5,5,2,4.875
10/25/2024 15:14:43,Graduate student,Female,5,4,5,5,5,4,5,5,5,5,5,5,2,4.75
10/25/2024 15:16:46,Graduate student,Female,5,5,5,5,3,4,4,4,4,4,4,5,2,4.375
10/25/2024 16:10:27,Graduate student,Male,5,5,5,4,5,5,5,5,5,5,4,5,2,4.875
10/25/2024 16:11:07,Graduate student,Female,5,5,5,5,5,5,5,5,5,5,5,5,2,5
10/25/2024 16:12:57,Graduate student,Male,5,5,5,5,5,5,5,5,5,5,5,5,2,5
10/25/2024 16:58:40,Graduate student,Female,5,5,5,5,5,5,4,5,4,5,5,5,1,4.875
10/25/2024 16:59:38,Graduate student,Female,5,4,5,4,4,4,4,5,5,4,5,5,1,4.375
10/25/2024 17:37:37,Graduate student,Female,5,5,4,5,4,4,4,4,5,4,5,4,2,4.375
10/25/2024 17:38:08,Graduate student,Female,4,5,5,5,4,5,5,4,5,4,5,5,2,4.625
10/25/2024 17:38:32,Third year,Female,5,5,5,5,4,5,5,5,5,4,5,5,1,4.875
10/25/2024 17:40:37,Graduate student,Male,4,5,4,5,5,5,5,5,5,5,5,5,2,4.75
10/25/2024 17:41:11,Graduate student,Female,5,5,5,5,5,5,5,5,4,5,5,5,2,5
10/25/2024 18:02:11,Third year,Female,5,5,5,4,4,5,5,4,5,5,5,5,2,4.625
10/25/2024 18:02:32,Third year,Female,4,4,4,5,5,4,5,5,5,5,5,4,2,4.5
10/25/2024 18:02:53,Graduate student,Female,5,5,4,4,4,4,5,5,5,5,4,5,1,4.5
10/25/2024 18:03:34,Graduate student,Female,5,5,5,5,5,5,5,4,5,5,4,5,2,4.875
10/25/2024 18:04:04,Graduate student,Male,5,5,5,4,4,5,5,5,4,4,4,5,2,4.75
10/25/2024 18:04:24,Graduate student,Male,4,5,5,5,5,5,4,5,5,4,5,5,1,4.75
10/25/2024 19:54:43,Graduate student,Male,5,5,5,5,5,5,5,5,4,5,5,5,2,5
10/25/2024 21:10:07,Graduate student,Male,4,4,5,5,4,5,4,5,4,4,4,4,2,4.5
10/26/2024 7:52:34,Graduate student,Male,4,5,5,5,4,4,5,5,5,3,4,4,1,4.625
10/26/2024 7:53:36,Graduate student,Male,4,5,5,5,4,5,4,4,5,5,5,5,1,4.5
10/26/2024 7:53:56,Third year,Male,5,5,5,5,4,5,5,5,4,5,4,4,2,4.875
10/26/2024 7:54:18,Graduate student,Male,5,5,5,4,5,5,4,5,5,5,4,5,1,4.75
10/26/2024 7:54:50,Graduate student,Male,5,5,5,5,4,5,4,4,4,5,5,4,2,4.625
10/26/2024 7:55:18,Third year,Male,5,4,5,5,5,5,4,5,5,5,5,4,1,4.75
10/26/2024 7:57:08,Graduate student,Male,4,4,5,4,4,5,4,5,5,4,5,5,2,4.375
10/26/2024 7:57:30,Graduate student,Male,5,5,5,5,5,5,4,5,5,5,5,4,2,4.875
10/26/2024 7:58:01,Graduate student,Male,5,5,5,4,5,5,5,4,4,4,5,5,2,4.75
10/26/2024 7:58:21,Graduate student,Male,5,5,4,5,5,4,5,5,5,5,5,4,2,4.75
10/26/2024 7:58:40,Third year,Male,5,4,5,5,4,4,4,5,5,5,5,5,1,4.5
10/26/2024 7:58:59,Graduate student,Male,5,5,5,5,3,4,4,4,4,4,5,5,2,4.375
10/26/2024 7:59:21,Graduate student,Male,5,4,5,5,4,5,5,5,5,4,5,5,2,4.75
10/26/2024 7:59:40,Graduate student,Male,5,5,5,4,5,4,5,4,5,5,5,5,2,4.625
10/26/2024 8:00:15,Graduate student,Male,5,5,4,4,5,5,5,5,5,5,4,5,2,4.75
10/26/2024 8:00:46,Graduate student,Male,5,4,5,5,5,4,5,5,5,5,4,5,3,4.75
10/26/2024 8:01:05,Graduate student,Male,5,5,5,5,5,5,5,5,5,4,5,5,2,5
10/26/2024 8:02:03,Graduate student,Male,5,5,5,4,5,4,4,5,5,4,5,5,2,4.625
10/26/2024 8:02:44,Graduate student,Male,5,5,4,4,5,5,5,5,4,4,5,5,2,4.75
10/26/2024 8:03:07,Third year,Male,5,5,5,5,4,4,4,4,4,4,4,4,2,4.5
10/26/2024 8:03:45,Graduate student,Male,5,5,5,5,5,5,4,5,4,5,4,5,2,4.875
10/26/2024 8:07:04,Graduate student,Male,5,4,5,5,5,5,4,4,4,5,4,5,2,4.625
10/26/2024 8:07:34,Graduate student,Male,5,5,4,5,5,5,4,5,4,5,5,5,2,4.75
10/26/2024 8:08:49,Graduate student,Male,5,5,4,5,5,5,5,5,4,5,5,5,1,4.875
10/26/2024 8:22:11,Graduate student,Male,5,5,5,5,5,4,5,5,5,5,5,5,2,4.875
10/26/2024 8:32:28,Graduate student,Male,5,5,4,5,5,5,5,5,4,5,5,5,2,4.875
10/26/2024 8:33:27,Graduate student,Male,5,4,5,4,5,5,5,5,4,4,4,5,1,4.75
10/26/2024 8:34:27,Graduate student,Male,5,5,5,5,4,5,5,5,5,4,5,5,2,4.875
10/26/2024 8:36:25,Graduate student,Female,5,4,4,5,5,5,4,5,5,4,5,4,2,4.625
10/26/2024 8:50:52,Graduate student,Male,5,5,4,5,4,4,4,4,4,4,4,4,1,4.375
10/26/2024 8:52:12,Graduate student,Male,5,5,5,5,4,5,5,4,4,4,5,5,2,4.75
10/26/2024 8:55:29,Graduate student,Male,5,5,5,5,5,5,4,5,5,4,5,5,2,4.875
10/26/2024 8:55:48,Graduate student,Male,4,4,4,5,5,4,4,5,5,5,4,5,1,4.375
10/26/2024 8:56:07,Graduate student,Male,5,5,4,5,5,5,5,4,4,5,5,5,2,4.75
10/26/2024 8:57:12,Graduate student,Male,5,5,5,5,4,4,4,5,5,5,5,5,2,4.625
10/26/2024 8:58:38,Graduate student,Male,5,5,5,4,5,4,5,5,4,5,4,5,2,4.75
10/26/2024 8:58:58,Graduate student,Male,4,5,4,4,5,5,4,5,5,4,5,5,1,4.5
10/26/2024 9:06:53,Graduate student,Male,5,4,5,5,4,5,5,4,5,4,5,5,2,4.625
10/26/2024 9:09:25,Graduate student,Male,5,5,5,5,5,5,5,5,5,5,5,5,2,5
10/26/2024 9:12:38,Graduate student,Male,5,4,4,5,5,5,5,5,3,4,5,5,1,4.75
10/26/2024 9:16:00,Graduate student,Male,5,4,4,4,5,5,4,4,4,4,5,5,2,4.375
10/26/2024 9:54:07,Graduate student,Female,5,5,5,5,5,5,4,5,5,5,5,5,2,4.875
10/26/2024 9:55:04,Graduate student,Male,5,5,5,5,5,5,5,5,5,4,4,4,2,5
10/26/2024 9:57:26,Graduate student,Male,5,4,5,5,5,5,4,5,4,5,5,5,3,4.75
10/26/2024 10:00:32,Graduate student,Male,5,4,5,5,3,5,5,5,5,5,5,5,2,4.625
10/26/2024 10:00:58,Third year,Male,5,5,4,5,5,5,5,4,5,5,5,5,1,4.75
10/26/2024 10:01:52,Graduate student,Male,5,4,4,5,5,5,4,4,5,5,5,5,2,4.5
10/26/2024 10:02:09,Graduate student,Female,4,5,5,3,5,5,5,4,5,4,5,5,2,4.5
10/26/2024 10:02:26,Third year,Female,5,5,5,5,5,5,4,5,4,5,5,5,1,4.875
10/26/2024 10:08:51,Third year,Female,4,4,5,5,5,4,4,4,4,4,5,5,2,4.375
10/26/2024 10:09:25,Graduate student,Female,5,5,5,4,4,5,4,5,5,5,5,5,1,4.625
10/26/2024 10:10:15,Graduate student,Male,5,5,4,4,4,5,5,5,5,5,5,5,1,4.625
10/26/2024 10:11:18,Third year,Female,4,5,4,5,5,4,5,5,5,4,4,5,2,4.625
10/26/2024 10:11:41,Graduate student,Male,5,4,5,5,5,5,5,5,5,5,5,4,2,4.875
10/26/2024 10:13:01,Graduate student,Male,4,4,4,5,4,5,5,5,5,5,5,4,2,4.5
10/26/2024 10:13:37,Graduate student,Male,5,5,5,5,5,5,5,5,5,5,5,5,1,5
10/26/2024 10:14:22,Graduate student,Male,5,4,5,5,4,5,5,4,5,5,5,5,2,4.625
10/26/2024 10:14:59,Graduate student,Male,5,4,5,5,3,4,5,5,5,5,5,5,2,4.5
10/26/2024 10:15:20,Graduate student,Female,4,5,5,5,5,5,5,5,5,4,5,5,2,4.875
10/26/2024 10:16:32,Graduate student,Male,4,4,5,5,5,5,5,5,4,4,5,5,2,4.75
10/26/2024 10:28:58,Graduate student,Male,4,4,5,4,5,4,5,5,4,5,4,4,2,4.5
10/26/2024 10:29:17,Graduate student,Male,4,5,5,4,5,5,4,4,4,5,5,4,2,4.5
10/26/2024 13:55:02,Graduate student,Male,5,5,4,4,5,4,4,4,4,5,5,5,1,4.375
10/26/2024 13:55:34,Graduate student,Male,5,4,5,5,4,5,4,5,4,4,5,5,2,4.625
10/26/2024 13:56:00,Graduate student,Male,4,3,4,4,4,4,4,5,5,5,5,5,1,4
10/26/2024 13:56:24,Graduate student,Male,5,5,5,5,4,5,5,5,5,5,4,5,2,4.875
10/26/2024 13:56:53,Graduate student,Male,5,3,4,4,4,5,5,5,5,5,5,5,2,4.375
10/26/2024 13:57:20,First year,Male,5,4,5,5,4,5,5,5,5,5,5,5,1,4.75
10/26/2024 13:57:40,Third year,Male,5,5,5,5,4,5,5,5,4,4,5,5,2,4.875
10/26/2024 13:57:57,Graduate student,Female,5,5,4,5,5,5,5,5,4,5,5,5,2,4.875
10/26/2024 13:58:14,Graduate student,Female,4,5,4,5,5,5,4,5,5,5,5,5,2,4.625
10/26/2024 13:58:31,Graduate student,Male,5,5,4,5,5,4,5,5,5,4,4,5,2,4.75
10/26/2024 13:58:48,Graduate student,Male,5,5,5,4,4,5,5,5,5,4,5,5,2,4.75
10/26/2024 13:59:05,Graduate student,Female,5,5,5,5,5,4,5,5,5,5,5,5,2,4.875
10/26/2024 13:59:24,Third year,Male,5,5,5,4,5,5,3,4,5,5,4,5,2,4.5
10/26/2024 13:59:41,Graduate student,Male,5,5,5,5,5,5,5,5,4,4,5,5,1,5
10/26/2024 14:00:04,Third year,Male,4,4,5,5,4,5,5,4,5,5,4,4,2,4.5
10/26/2024 14:00:20,Graduate student,Male,5,5,5,4,5,5,5,4,5,5,4,5,1,4.75
10/26/2024 14:00:42,Graduate student,Female,5,5,5,5,3,4,3,4,4,5,4,5,2,4.25
10/26/2024 14:01:00,Graduate student,Male,5,4,4,5,4,5,5,3,5,4,4,5,4,4.375
10/26/2024 14:01:17,Graduate student,Male,5,4,4,3,4,5,4,5,4,4,5,5,1,4.25
10/26/2024 14:01:35,Graduate student,Male,4,5,4,5,4,4,4,4,5,5,4,5,1,4.25
10/26/2024 14:01:52,Graduate student,Male,5,5,5,4,4,5,4,5,4,4,4,5,1,4.625
10/26/2024 14:02:18,Third year,Male,4,5,4,5,5,5,5,4,5,4,4,5,2,4.625
10/26/2024 14:02:37,Third year,Male,5,3,5,5,4,5,4,5,5,4,5,5,1,4.5
10/26/2024 14:02:58,Graduate student,Male,4,4,4,5,4,4,5,5,4,5,5,4,1,4.375
10/26/2024 14:03:17,Third year,Female,5,4,5,5,3,4,4,5,5,4,5,5,2,4.375
10/26/2024 14:03:37,Second year,Male,4,4,4,5,4,3,5,4,4,4,4,5,1,4.125
10/26/2024 14:03:57,Third year,Female,4,5,4,5,3,4,5,5,3,5,5,5,2,4.375
10/26/2024 14:04:14,Second year,Female,3,4,4,4,4,4,4,4,4,5,5,5,1,3.875
10/26/2024 14:04:37,Graduate student,Male,5,5,5,5,5,5,5,5,4,4,5,5,2,5
10/26/2024 14:04:55,Graduate student,Male,4,5,4,4,4,4,5,4,4,4,5,5,1,4.25
10/26/2024 14:05:12,Graduate student,Male,4,4,4,5,5,4,4,4,4,4,4,4,1,4.25
10/26/2024 14:05:33,Second year,Male,4,4,3,4,3,5,4,4,4,4,4,4,1,3.875
10/26/2024 14:05:50,Graduate student,Male,5,5,4,4,4,4,4,4,4,4,3,4,1,4.25
10/26/2024 14:06:08,Graduate student,Male,5,4,5,4,4,4,4,4,4,5,5,5,2,4.25
10/26/2024 14:06:26,Graduate student,Male,4,4,5,4,4,4,5,5,4,4,5,4,2,4.375
10/26/2024 14:06:42,Third year,Male,5,4,4,4,5,4,5,5,5,4,5,5,1,4.5
10/26/2024 14:06:59,Graduate student,Male,5,4,5,4,5,5,5,5,4,5,5,5,2,4.75
10/26/2024 14:07:15,Third year,Female,5,4,5,5,4,4,4,4,5,5,4,4,3,4.375
10/26/2024 14:07:40,Graduate student,Male,4,4,4,4,5,4,3,3,4,4,3,4,1,3.875
10/26/2024 14:07:56,Second year,Female,5,4,4,4,4,4,3,4,4,4,5,5,1,4
10/26/2024 14:08:15,Third year,Male,4,4,5,5,4,4,4,5,4,5,5,5,1,4.375
10/26/2024 14:08:31,Third year,Male,5,5,5,5,5,4,5,4,4,5,5,4,2,4.75
10/26/2024 14:08:46,Third year,Male,4,5,5,5,5,5,5,5,5,5,5,5,2,4.875
10/26/2024 14:09:03,Third year,Male,4,4,4,4,4,5,5,4,4,5,5,5,3,4.25
10/26/2024 14:09:21,Graduate student,Male,5,5,4,5,4,5,5,5,4,5,4,4,3,4.75
10/26/2024 14:09:45,Graduate student,Male,5,5,4,5,4,5,4,5,4,5,5,5,2,4.625
10/26/2024 14:10:09,Third year,Female,5,4,4,4,4,5,5,4,5,4,4,4,1,4.375
10/26/2024 14:10:57,Graduate student,Male,4,4,4,4,5,5,5,4,4,4,5,5,1,4.375
10/26/2024 14:11:17,Third year,Male,4,5,4,5,5,5,5,4,4,4,3,4,1,4.625
10/26/2024 14:11:50,Third year,Female,4,5,5,4,5,5,5,4,5,4,4,4,1,4.625
10/26/2024 14:12:07,Third year,Male,4,4,4,4,4,5,3,5,4,4,4,4,1,4.125
10/26/2024 14:12:24,Graduate student,Male,5,5,3,4,4,4,5,4,4,5,4,4,1,4.25
10/26/2024 14:12:42,Graduate student,Female,4,5,5,5,4,4,4,5,4,4,4,5,1,4.5
10/26/2024 14:13:50,Graduate student,Female,4,4,4,5,5,5,5,4,5,4,5,5,2,4.5
10/26/2024 14:14:11,Third year,Male,4,4,4,4,4,4,4,4,4,4,5,5,2,4
10/26/2024 14:14:29,Graduate student,Male,5,5,4,4,5,5,4,5,5,5,4,5,1,4.625
10/26/2024 14:16:13,Third year,Female,5,4,4,4,4,4,4,4,3,4,4,5,1,4.125
10/26/2024 14:16:58,Graduate student,Male,4,4,5,4,4,4,5,4,5,4,5,5,1,4.25
10/26/2024 14:17:27,Third year,Female,4,4,5,4,4,5,5,4,4,5,4,5,1,4.375
10/26/2024 14:17:51,Third year,Male,5,5,4,5,5,5,4,4,4,4,4,4,2,4.625
10/26/2024 14:18:44,Third year,Male,4,4,4,4,4,4,4,4,4,4,5,4,2,4
10/26/2024 14:19:10,Third year,Male,4,4,4,5,5,4,4,4,4,5,4,4,1,4.25
10/26/2024 14:19:32,Third year,Female,5,4,4,4,4,4,4,4,4,4,5,5,1,4.125
10/26/2024 14:19:54,Graduate student,Male,5,4,5,4,4,4,4,4,5,5,5,4,2,4.25
10/26/2024 14:22:58,Graduate student,Male,4,4,4,4,4,4,4,4,4,4,5,5,1,4
10/26/2024 14:23:32,Graduate student,Male,5,5,5,4,4,4,4,4,4,4,5,5,1,4.375
10/26/2024 14:24:07,Third year,Male,5,5,4,4,4,4,5,5,5,5,5,5,1,4.5
10/26/2024 14:24:32,Graduate student,Male,5,5,4,4,4,4,5,5,4,4,4,5,2,4.5
10/26/2024 14:27:32,Graduate student,Male,5,4,5,5,4,4,4,4,5,5,5,4,2,4.375
10/26/2024 14:27:50,Graduate student,Male,5,5,5,5,4,4,5,5,4,5,4,5,2,4.75
10/26/2024 14:28:07,Graduate student,Male,5,5,5,5,4,5,5,4,5,5,4,5,2,4.75
10/26/2024 14:28:24,Graduate student,Female,5,4,4,5,5,5,4,4,4,4,5,5,2,4.5
10/26/2024 14:28:44,Graduate student,Female,5,5,5,5,5,4,4,5,4,4,4,5,2,4.75
10/26/2024 14:29:03,Graduate student,Male,5,5,4,5,4,5,4,4,4,4,4,4,1,4.5
10/26/2024 14:29:20,Graduate student,Male,5,5,4,5,4,3,4,5,5,4,5,5,1,4.375
10/26/2024 14:34:28,Graduate student,Male,5,5,4,4,4,4,4,4,4,5,5,4,1,4.25
10/26/2024 14:35:27,Second year,Female,4,5,5,5,4,4,5,5,5,5,5,5,2,4.625
10/26/2024 14:36:23,Graduate student,Female,5,5,5,5,5,5,4,5,4,5,5,5,1,4.875
10/26/2024 15:25:18,Graduate student,Male,4,4,4,5,4,4,4,3,4,4,4,4,1,4
10/26/2024 15:25:36,Third year,Female,4,4,4,5,4,4,5,5,5,4,4,5,1,4.375
10/26/2024 15:26:02,Graduate student,Female,4,4,4,3,3,3,3,5,4,4,4,5,1,3.625
10/26/2024 15:26:47,Graduate student,Male,4,4,4,1,5,4,4,4,4,4,5,4,1,3.75
10/26/2024 15:27:12,Graduate student,Female,3,4,4,1,4,4,4,4,4,4,4,4,1,3.5
10/26/2024 15:27:34,Graduate student,Male,4,4,4,2,4,4,4,4,4,4,4,4,1,3.75
10/26/2024 15:27:56,Graduate student,Male,4,4,4,1,4,5,4,4,4,4,4,4,2,3.75
10/26/2024 15:28:17,Graduate student,Female,4,4,5,2,3,5,4,4,4,4,4,4,1,3.875
10/26/2024 15:28:49,Graduate student,Male,5,4,3,1,4,4,4,4,4,4,5,5,1,3.625
10/26/2024 15:29:24,Graduate student,Male,4,5,3,1,5,5,3,4,3,4,4,4,1,3.75
10/26/2024 15:55:54,Third year,Male,4,4,4,1,5,4,5,4,4,5,5,5,2,3.875
10/26/2024 15:56:16,First year,Male,5,5,4,1,5,4,5,5,4,5,5,5,2,4.25
10/26/2024 15:56:35,Third year,Male,5,5,4,1,5,4,4,4,4,5,4,4,2,4
10/26/2024 15:56:57,Graduate student,Male,5,5,5,1,5,5,5,5,4,5,4,4,2,4.5
10/26/2024 15:57:17,Graduate student,Male,4,5,4,1,4,5,5,5,4,5,5,5,2,4.125
10/26/2024 15:57:40,Graduate student,Male,5,4,3,1,5,4,4,5,5,5,5,5,2,3.875
10/26/2024 15:58:02,Graduate student,Female,5,5,5,1,4,5,4,5,5,5,4,5,2,4.25
10/26/2024 15:58:31,Graduate student,Male,5,5,5,1,5,5,5,4,5,5,5,5,2,4.375
10/26/2024 15:58:52,Graduate student,Male,5,5,5,1,5,5,5,5,5,5,5,5,2,4.5
10/26/2024 15:59:25,Graduate student,Female,5,5,4,1,5,5,5,5,5,5,5,5,2,4.375
10/26/2024 15:59:42,Graduate student,Male,5,4,5,1,4,4,4,5,5,5,5,5,2,4
10/26/2024 16:00:18,Graduate student,Female,4,4,4,1,4,5,5,5,5,4,4,5,2,4
10/26/2024 16:00:42,Graduate student,Female,5,5,5,1,5,5,5,5,5,5,4,5,2,4.5
10/26/2024 16:01:05,Graduate student,Male,5,5,5,1,5,5,5,4,5,5,5,5,2,4.375
10/26/2024 16:01:23,Graduate student,Female,5,5,5,1,5,5,5,5,5,5,5,5,2,4.5
10/26/2024 16:01:42,Graduate student,Female,5,5,4,1,5,5,4,4,5,5,4,5,2,4.125
10/26/2024 16:02:06,Graduate student,Male,5,5,4,1,5,5,4,5,5,5,5,5,2,4.25
10/26/2024 16:02:31,Graduate student,Male,5,5,4,1,5,4,5,5,5,5,5,5,2,4.25
10/26/2024 16:03:09,Third year,Female,5,5,5,1,5,4,5,5,5,5,5,5,2,4.375
10/26/2024 16:03:28,Third year,Male,5,4,5,1,5,5,5,5,5,5,5,5,2,4.375
10/26/2024 16:04:19,Third year,Male,5,5,5,1,5,5,5,5,4,5,4,5,2,4.5
10/26/2024 16:04:38,Graduate student,Male,5,5,5,1,5,5,5,5,5,5,5,5,2,4.5
10/26/2024 16:04:56,Graduate student,Male,5,5,5,1,5,5,5,5,4,5,5,5,2,4.5
10/26/2024 16:05:17,Graduate student,Male,5,5,5,1,4,5,5,4,5,5,5,5,2,4.25
10/26/2024 16:07:55,Graduate student,Male,5,5,5,1,5,5,5,5,5,5,5,5,2,4.5
10/26/2024 16:08:15,Graduate student,Male,5,5,5,1,5,5,5,5,5,5,5,5,2,4.5
10/26/2024 16:09:58,Graduate student,Male,5,5,5,1,5,5,5,5,5,5,5,5,2,4.5
10/26/2024 16:10:19,Third year,Female,5,5,5,1,5,5,5,5,5,5,5,5,2,4.5
10/26/2024 16:10:40,Graduate student,Female,5,5,5,1,5,5,5,5,5,5,5,5,2,4.5
10/26/2024 16:12:18,Third year,Male,5,5,4,1,5,4,4,4,5,5,3,5,1,4
10/26/2024 16:12:51,First year,Male,5,5,5,1,5,5,4,4,4,4,3,4,2,4.25
10/26/2024 16:13:21,Third year,Male,4,4,4,1,5,4,4,5,5,4,4,5,2,3.875
10/26/2024 16:13:51,Graduate student,Male,5,5,4,1,4,4,1,4,3,4,3,5,2,3.5
10/26/2024 16:14:26,Third year,Female,5,4,4,1,4,4,4,4,4,5,4,4,1,3.75
10/26/2024 16:14:45,Third year,Male,4,4,4,1,4,4,4,4,4,4,4,5,2,3.625
10/26/2024 16:15:09,Graduate student,Male,5,4,4,1,4,4,4,4,4,4,4,4,2,3.75
10/26/2024 16:19:38,Graduate student,Male,5,5,5,1,5,4,5,5,5,5,3,5,2,4.375
10/26/2024 16:20:00,Graduate student,Female,4,4,4,1,4,5,4,5,4,4,4,4,1,3.875
10/26/2024 16:20:31,Third year,Male,4,4,4,1,4,4,4,4,5,5,2,5,2,3.625
10/26/2024 16:21:08,Third year,Male,5,5,4,1,4,4,4,3,5,4,2,4,2,3.75
10/26/2024 16:21:38,Second year,Male,4,4,4,1,4,4,4,4,4,4,2,4,1,3.625
10/26/2024 16:21:59,Graduate student,Male,5,4,4,1,4,4,4,4,4,4,4,5,2,3.75
10/26/2024 16:23:03,Third year,Male,5,5,4,1,4,4,4,4,4,4,2,5,2,3.875
10/26/2024 16:23:24,Graduate student,Male,5,4,5,1,4,5,5,4,5,5,5,4,1,4.125
10/26/2024 16:23:51,Graduate student,Male,4,4,4,1,4,5,4,5,5,4,4,4,2,3.875
10/26/2024 16:24:13,Graduate student,Female,4,4,4,1,4,4,4,4,4,5,4,4,2,3.625
10/26/2024 16:28:54,Third year,Female,4,5,4,1,5,4,4,5,5,4,5,5,1,4
10/26/2024 16:29:16,Third year,Male,4,5,4,1,4,4,4,4,4,4,4,4,5,3.75
10/26/2024 16:29:57,Third year,Male,5,4,4,1,4,4,4,4,4,4,4,4,2,3.75
10/26/2024 16:30:27,Third year,Male,4,4,4,1,4,4,4,4,4,4,2,4,1,3.625
10/26/2024 16:30:51,Third year,Male,4,4,4,1,5,4,4,4,4,4,4,4,2,3.75
10/26/2024 16:31:14,Graduate student,Male,5,4,5,1,5,4,4,4,4,4,4,4,2,4
10/26/2024 16:31:35,Graduate student,Male,5,4,4,1,5,4,4,4,4,4,4,5,2,3.875
10/26/2024 16:31:55,Third year,Male,5,4,5,1,5,5,4,5,4,4,5,5,2,4.25
10/26/2024 16:32:15,Graduate student,Female,5,5,4,1,4,4,5,3,3,3,3,4,1,3.875
10/26/2024 16:39:11,Third year,Male,4,5,4,1,4,4,4,4,1,3,3,4,2,3.75
10/26/2024 16:39:36,Third year,Male,5,4,4,1,4,3,4,4,4,4,4,4,3,3.625
10/26/2024 16:40:00,Graduate student,Male,4,4,4,1,4,4,4,4,4,4,3,4,1,3.625
10/26/2024 16:40:21,Third year,Female,5,4,5,1,4,5,4,4,5,4,4,5,1,4
10/26/2024 16:40:42,Third year,Male,4,3,4,1,4,4,4,4,4,4,4,4,1,3.5
10/26/2024 16:41:02,Graduate student,Male,4,4,4,1,5,4,4,5,4,4,4,4,1,3.875
10/26/2024 16:41:22,Graduate student,Male,4,4,3,1,5,4,4,4,4,4,3,4,2,3.625
10/26/2024 16:41:43,Third year,Male,4,4,4,1,4,4,4,4,4,4,4,4,1,3.625
10/26/2024 16:42:02,Third year,Male,5,4,4,1,4,4,4,4,4,4,3,5,2,3.75
