Timestamp,1. What is your year of study?,2. What is your gender?,3. How often do you have difficulty falling asleep at night?,"4. On average, how many hours of sleep do you get on a typical day?",5. How often do you wake up during the night and have trouble falling back asleep?,6. How would you rate the overall quality of your sleep?,7. How often do you experience difficulty concentrating during lectures or studying due to lack of sleep?,"8. How often do you feel fatigued during the day, affecting your ability to study or attend classes?","9. How often do you miss or skip classes due to sleep-related issues (e.g., insomnia, feeling tired)?",10. How would you describe the impact of insufficient sleep on your ability to complete assignments and meet deadlines?,Phone_Use,Caffeine,Exercise,Stress,GPA,Sleep_Index
11/06/2024 18:10,Graduate student,Male,5,5,4,1,4,4,4,4,4,5,4,4,1,3.875
11/06/2024 18:12,Graduate student,Male,4,5,5,1,4,4,4,4,4,5,4,4,2,3.875
11/06/2024 18:12,Third year,Male,4,4,4,1,5,5,5,4,5,4,5,5,1,4
11/06/2024 18:47,Graduate student,Male,4,5,5,2,5,5,4,5,5,4,4,4,2,4.375
11/06/2024 18:48,Third year,Female,3,5,5,1,4,4,3,4,5,4,5,5,2,3.625
11/06/2024 18:48,Graduate student,Male,4,5,5,1,4,4,4,5,4,4,5,4,1,4
11/06/2024 18:49,Third year,Male,5,5,4,1,5,4,4,4,4,5,4,4,1,4
11/06/2024 18:49,Third year,Female,5,4,5,1,4,5,4,4,5,5,4,4,1,4
11/06/2024 18:49,Third year,Male,5,4,5,2,5,4,4,4,4,5,4,4,2,4.125
11/06/2024 18:50,Graduate student,Male,5,4,4,2,4,4,4,4,5,4,5,4,3,3.875
11/06/2024 18:50,Graduate student,Male,5,4,5,1,5,4,4,5,4,4,4,4,2,4.125
11/06/2024 18:50,Graduate student,Male,5,4,4,2,5,5,5,4,4,4,4,5,2,4.25
11/06/2024 18:51,Third year,Female,5,4,4,1,5,4,4,4,4,4,5,5,2,3.875
11/06/2024 18:51,Third year,Male,4,4,4,1,5,5,4,4,5,3,5,5,1,3.875
11/06/2024 18:52,Third year,Male,5,4,4,1,5,4,5,5,5,4,5,4,1,4.125
11/06/2024 18:52,Graduate student,Male,5,5,4,1,4,5,4,4,4,4,4,4,2,4
11/06/2024 18:52,Graduate student,Male,5,4,5,1,5,4,4,5,4,4,5,4,1,4.125
11/06/2024 18:53,Graduate student,Male,4,5,5,1,5,4,4,5,4,5,5,4,2,4.125
11/06/2024 18:53,Graduate student,Male,5,4,5,1,4,5,5,4,5,5,5,5,2,4.125
11/06/2024 18:53,Third year,Female,5,4,4,1,5,5,5,4,5,5,5,5,1,4.125
11/06/2024 18:54,Graduate student,Female,4,4,5,2,4,4,4,4,4,5,5,5,3,3.875
11/06/2024 18:54,Graduate student,Male,5,5,4,1,5,5,5,4,4,4,5,5,1,4.25
11/06/2024 18:59,Graduate student,Male,5,5,4,1,4,4,5,5,5,5,4,4,1,4.125
11/06/2024 18:59,Graduate student,Male,5,4,5,1,3,4,4,5,4,5,4,5,1,3.875
11/06/2024 19:00,Third year,Male,4,4,4,2,5,4,5,5,4,4,5,5,2,4.125
11/06/2024 19:00,Third year,Female,4,4,5,1,5,5,4,4,5,5,5,5,1,4
11/06/2024 19:01,Graduate student,Male,5,5,5,2,4,4,3,4,4,4,5,5,2,4
11/06/2024 19:01,Graduate student,Male,4,4,5,1,3,5,4,4,5,4,4,5,1,3.75
11/06/2024 19:01,Graduate student,Male,4,4,5,2,4,4,4,5,5,5,5,5,2,4
11/06/2024 19:02,Graduate student,Male,4,4,4,1,4,4,5,5,4,4,4,5,2,3.875
11/06/2024 19:02,Graduate student,Male,4,5,5,1,5,4,4,4,5,4,4,5,2,4
11/06/2024 19:03,Graduate student,Male,5,4,4,2,5,4,4,5,5,3,5,5,2,4.125
11/06/2024 19:03,Graduate student,Male,4,4,4,1,4,5,5,4,5,4,4,5,2,3.875
11/06/2024 19:03,Graduate student,Male,5,4,4,2,5,4,5,5,5,5,5,4,2,4.25
11/06/2024 19:04,Third year,Male,5,5,4,1,5,5,5,4,4,5,4,4,1,4.25
11/06/2024 19:04,Third year,Male,4,4,4,2,4,5,5,5,5,5,5,4,2,4.125
11/06/2024 19:04,Graduate student,Male,5,4,5,2,5,4,5,4,5,5,5,5,1,4.25
11/06/2024 19:05,Third year,Male,5,4,4,2,5,4,5,5,4,5,5,5,1,4.25
11/06/2024 19:05,Third year,Male,4,5,5,1,4,4,4,5,5,5,4,5,2,4
11/06/2024 19:05,Graduate student,Male,5,4,4,1,5,4,4,4,4,4,4,5,1,3.875
11/06/2024 19:07,Graduate student,Male,5,5,5,2,4,4,4,4,5,5,4,4,2,4.125
11/06/2024 19:08,Graduate student,Male,4,4,5,1,4,4,4,4,5,5,5,4,2,3.75
11/06/2024 19:08,Graduate student,Male,4,5,4,2,4,4,5,5,4,4,5,4,2,4.125
11/06/2024 19:09,Third year,Male,4,5,5,2,5,4,4,3,5,5,5,5,1,4
11/06/2024 19:09,Third year,Male,5,4,3,1,3,4,4,4,4,4,4,4,2,3.5
11/06/2024 19:10,Graduate student,Male,5,4,5,1,4,4,4,5,5,4,4,5,1,4
11/06/2024 19:10,Graduate student,Male,5,5,5,2,4,4,4,4,5,5,3,5,1,4.125
11/06/2024 19:10,Third year,Male,5,5,5,1,5,4,4,4,5,4,5,5,3,4.125
11/06/2024 19:11,Graduate student,Male,4,5,4,2,4,5,4,5,5,5,5,5,2,4.125
11/06/2024 19:12,Graduate student,Male,5,5,4,1,5,4,5,5,4,4,5,5,2,4.25
11/06/2024 19:14,Graduate student,Male,5,4,5,3,4,4,4,5,5,5,5,4,1,4.25
11/06/2024 19:15,Third year,Male,5,5,4,2,4,4,4,5,4,5,4,5,2,4.125
12/10/2024 23:20,Second year,Female,4,5,5,1,5,4,4,5,3,5,4,4,1,4.125
12/10/2024 23:21,Third year,Male,5,4,4,2,4,5,4,5,4,4,4,5,2,4.125
12/10/2024 23:21,Second year,Female,5,5,4,1,4,4,5,5,4,4,5,5,2,4.125
12/10/2024 23:21,Graduate student,Female,4,4,4,1,3,4,4,4,5,4,4,5,1,3.5
12/10/2024 23:22,Third year,Male,5,4,4,2,4,5,4,4,4,5,4,5,1,4
12/10/2024 23:22,Third year,Male,5,4,4,2,5,4,4,4,5,4,5,4,1,4
12/10/2024 23:22,Third year,Male,4,4,5,1,5,5,5,4,4,4,5,5,2,4.125
12/10/2024 23:23,Graduate student,Male,4,5,5,1,4,5,4,5,5,5,5,4,1,4.125
12/10/2024 23:24,Graduate student,Male,5,5,4,2,3,4,5,5,4,4,5,4,1,4.125
12/10/2024 23:24,Third year,Male,5,4,4,3,4,4,5,4,4,5,4,5,1,4.125
12/10/2024 23:24,Graduate student,Male,4,4,5,2,4,4,4,5,5,4,5,5,2,4
12/10/2024 23:25,Graduate student,Male,5,4,4,2,5,4,5,4,4,5,4,4,1,4.125
12/10/2024 23:25,Graduate student,Male,5,5,4,2,5,4,4,4,4,4,4,5,2,4.125
12/10/2024 23:25,Third year,Male,4,4,4,1,3,4,4,5,4,4,4,4,2,3.625
12/10/2024 23:26,Third year,Male,5,4,5,2,4,4,5,4,5,5,5,5,3,4.125
12/10/2024 23:26,Third year,Male,5,5,4,3,4,5,4,5,5,4,5,5,1,4.375
12/10/2024 23:27,Third year,Male,5,4,4,1,5,4,4,5,4,5,4,5,1,4
12/10/2024 23:27,Third year,Male,4,5,4,2,4,5,3,4,4,4,5,5,2,3.875
12/10/2024 23:27,Third year,Male,5,4,4,2,4,5,5,3,4,4,4,4,3,4
12/10/2024 23:28,Third year,Female,4,4,4,1,5,4,4,4,4,3,4,4,2,3.75
12/10/2024 23:28,Graduate student,Male,5,4,4,1,4,4,4,4,3,5,4,4,1,3.75
12/10/2024 23:28,Graduate student,Male,4,4,4,1,5,5,4,5,5,4,5,5,2,4
12/10/2024 23:29,Graduate student,Male,4,4,4,1,4,4,3,3,4,4,5,5,1,3.375
12/10/2024 23:29,Third year,Male,5,4,5,2,4,3,5,4,5,4,5,5,2,4
12/10/2024 23:29,Third year,Male,4,4,5,4,5,5,5,5,5,5,4,4,1,4.625
12/10/2024 23:30,Third year,Male,5,5,5,2,3,5,4,4,5,4,4,5,1,4.125
12/10/2024 23:30,Graduate student,Male,4,4,4,1,5,4,3,4,4,5,5,4,1,3.625
12/10/2024 23:31,Graduate student,Male,4,4,4,1,4,3,4,3,4,3,3,4,2,3.375
12/10/2024 23:31,Third year,Male,4,4,5,2,4,3,3,4,4,4,4,5,1,3.625
12/10/2024 23:32,Graduate student,Female,3,5,5,1,4,4,4,4,4,4,4,4,2,3.75
12/10/2024 23:32,Graduate student,Male,4,4,4,4,5,4,4,4,3,4,4,5,1,4.125
12/10/2024 23:33,Second year,Male,4,4,4,1,4,4,4,4,5,4,4,5,1,3.625
12/10/2024 23:35,Graduate student,Male,5,4,4,4,4,4,4,4,5,3,5,5,1,4.125
12/10/2024 23:36,Graduate student,Male,5,5,5,1,4,4,4,5,5,4,5,5,2,4.125
12/10/2024 23:37,Third year,Male,4,4,5,2,5,4,4,4,5,4,5,4,2,4
12/10/2024 23:37,Graduate student,Male,5,5,4,1,4,5,4,5,5,4,4,5,1,4.125
12/11/2024 22:32,Graduate student,Male,4,4,5,2,4,5,5,5,5,5,5,4,2,4.25
12/11/2024 22:32,Third year,Male,4,5,5,1,5,4,4,5,5,4,5,4,2,4.125
12/11/2024 22:33,Graduate student,Male,4,5,5,1,4,5,4,4,4,5,5,4,2,4
12/11/2024 22:33,Graduate student,Male,5,4,4,1,4,4,5,5,5,5,4,5,2,4
12/11/2024 22:33,Graduate student,Female,5,5,4,1,4,5,4,5,5,5,5,5,2,4.125
12/11/2024 22:34,Third year,Male,5,5,5,1,4,4,4,5,5,5,4,5,2,4.125
12/11/2024 22:34,Third year,Male,4,5,5,1,4,5,5,5,5,4,5,5,1,4.25
12/11/2024 22:34,Graduate student,Male,5,4,4,1,4,5,5,4,4,5,4,5,2,4
12/11/2024 22:35,Third year,Male,5,5,5,1,5,5,4,5,5,5,5,5,2,4.375
12/11/2024 22:35,Graduate student,Male,5,4,4,2,5,5,5,5,5,4,5,5,1,4.375
12/11/2024 22:35,Third year,Male,5,4,5,1,5,4,4,5,4,5,5,5,1,4.125
12/11/2024 22:35,Graduate student,Male,4,5,5,1,4,4,5,5,4,5,5,5,2,4.125
12/12/2024 00:01,Graduate student,Male,5,4,3,1,4,5,4,4,4,4,4,4,2,3.75
12/12/2024 00:02,Graduate student,Male,4,4,5,2,4,5,5,4,5,5,4,5,2,4.125
12/12/2024 00:02,Graduate student,Male,4,5,4,1,5,5,4,4,4,4,4,4,1,4
12/12/2024 00:02,Graduate student,Male,5,5,4,1,5,4,4,5,5,5,5,5,1,4.125
12/12/2024 00:03,Graduate student,Female,5,4,4,1,5,4,5,4,4,5,4,5,1,4
12/12/2024 00:03,Graduate student,Male,5,4,5,1,5,5,4,4,4,5,5,4,2,4.125
12/12/2024 00:03,Graduate student,Male,4,5,5,2,5,5,5,4,5,5,5,4,1,4.375
12/12/2024 00:04,Second year,Female,4,5,4,1,5,5,5,5,5,5,4,5,2,4.25
12/15/2024 5:43:39,Graduate student,Male,5,4,3,2,5,4,5,3,5,4,5,4,1,3.875
12/15/2024 5:43:55,Third year,Male,5,5,4,4,4,4,4,4,4,5,4,5,2,4.25
12/15/2024 5:44:04,Third year,Male,3,3,2,3,3,2,3,3,3,4,3,4,2,2.75
12/15/2024 5:44:10,Graduate student,Female,4,5,5,4,3,4,4,4,5,4,5,5,1,4.125
12/15/2024 5:44:25,Second year,Male,2,4,1,2,2,2,2,2,2,2,2,4,1,2.125
12/15/2024 5:44:26,Graduate student,Male,5,4,4,5,5,4,4,5,4,4,5,4,2,4.5
12/15/2024 5:44:49,Third year,Male,3,3,3,2,2,4,4,4,4,5,4,4,2,3.125
12/15/2024 5:44:50,Third year,Male,4,4,5,4,3,4,4,4,4,5,5,5,1,4
12/15/2024 5:45:07,Graduate student,Female,4,4,4,4,4,5,4,4,4,5,5,5,1,4.125
12/15/2024 5:45:18,Second year,Female,4,3,4,3,2,4,5,5,4,5,5,4,1,3.75
12/15/2024 5:45:24,Third year,Female,5,5,5,4,4,3,5,5,4,5,5,4,1,4.5
12/15/2024 5:45:41,Graduate student,Male,4,4,3,4,4,4,4,4,4,4,5,5,1,3.875
12/15/2024 5:45:42,Third year,Male,3,3,3,3,2,1,2,3,4,3,3,4,2,2.5
12/15/2024 5:45:58,Third year,Male,5,3,4,4,5,4,5,4,4,3,5,5,1,4.25
12/15/2024 5:46:03,Second year,Female,3,3,3,3,3,3,3,4,3,3,3,2,2,3.125
12/15/2024 5:46:14,Graduate student,Male,5,4,4,4,4,3,5,4,5,5,5,4,2,4.125
12/15/2024 5:46:25,Third year,Male,3,3,3,3,3,3,3,3,1,2,3,5,1,3
12/15/2024 5:46:31,Third year,Male,5,3,5,5,5,3,4,4,4,4,4,5,1,4.25
12/15/2024 5:46:49,Graduate student,Male,4,4,5,5,5,4,4,4,4,5,5,5,1,4.375
12/15/2024 5:46:51,Third year,Male,4,3,4,3,5,4,4,4,4,4,2,5,2,3.875
12/15/2024 5:47:06,Third year,Male,4,5,5,2,5,5,4,4,5,5,4,5,1,4.25
12/15/2024 5:47:11,Second year,Male,4,5,3,3,2,2,5,5,2,3,4,5,2,3.625
12/15/2024 5:47:27,Graduate student,Male,5,3,4,5,4,4,4,5,3,5,5,5,2,4.25
12/15/2024 5:47:35,Third year,Female,3,3,2,4,4,3,3,4,4,4,4,4,2,3.25
12/15/2024 5:47:44,Third year,Male,3,4,5,5,3,5,4,5,5,4,5,4,2,4.25
12/15/2024 5:47:57,Graduate student,Male,2,3,2,5,5,3,3,2,5,5,5,5,2,3.125
12/15/2024 5:47:58,Third year,Female,3,5,5,5,4,3,4,5,4,5,5,5,2,4.25
12/15/2024 5:48:15,Third year,Female,5,4,4,4,4,4,5,5,4,4,4,4,1,4.375
12/15/2024 5:48:16,Graduate student,Female,3,4,3,3,3,3,2,3,3,4,4,4,1,3
12/15/2024 5:48:31,Third year,Male,5,3,4,4,4,3,4,4,4,5,5,5,2,3.875
12/15/2024 5:48:42,Second year,Female,3,3,3,2,3,2,3,3,3,3,3,4,1,2.75
12/15/2024 5:48:48,Graduate student,Male,5,5,5,4,4,4,3,4,5,5,5,5,1,4.25
12/15/2024 5:49:04,Third year,Male,3,2,3,3,5,4,4,3,4,3,3,4,1,3.375
12/15/2024 5:49:06,Graduate student,Male,5,4,4,5,4,5,4,4,4,4,5,4,1,4.375
12/15/2024 5:49:21,Third year,Male,4,5,4,5,4,4,4,5,5,4,5,5,1,4.375
12/15/2024 5:49:32,Third year,Female,4,4,4,3,5,3,4,2,2,2,3,4,1,3.625
12/15/2024 5:49:38,Third year,Male,5,4,5,5,3,4,4,4,4,3,5,5,2,4.25
12/15/2024 5:49:59,Third year,Female,3,2,3,3,3,4,3,3,4,3,2,2,1,3
12/15/2024 5:50:16,Graduate student,Female,3,2,3,5,5,5,5,5,5,5,5,5,2,4.125
12/15/2024 5:50:36,Third year,Female,4,3,4,4,4,4,4,4,4,5,5,5,1,3.875
12/15/2024 5:50:59,Third year,Female,3,2,2,2,1,1,3,3,3,4,3,2,2,2.125
12/15/2024 5:51:24,Third year,Female,4,4,4,5,4,4,5,3,4,5,5,5,2,4.125
12/15/2024 5:51:27,First year,Male,3,3,2,4,4,3,4,4,3,3,3,5,1,3.375
12/15/2024 5:51:42,Graduate student,Male,5,5,5,5,3,5,5,4,4,4,5,5,2,4.625
12/15/2024 5:51:48,Graduate student,Female,4,3,4,3,3,3,4,3,2,4,2,4,4,3.375
12/15/2024 5:52:07,Third year,Female,4,4,3,5,3,3,3,3,2,3,3,5,1,3.5
12/15/2024 5:52:31,Graduate student,Male,2,4,3,1,3,3,3,2,3,3,2,1,1,2.625
12/15/2024 5:52:36,Graduate student,Male,4,4,5,5,5,5,5,5,4,5,4,5,1,4.75
12/15/2024 5:53:05,Third year,Female,3,3,4,4,3,3,4,3,3,2,2,2,2,3.375
12/15/2024 5:53:18,Third year,Male,5,4,4,4,4,3,4,4,5,5,5,5,1,4
12/15/2024 5:53:30,Third year,Male,3,2,2,4,3,3,3,3,4,2,4,5,1,2.875
12/15/2024 5:53:39,First year,Female,5,5,4,2,4,4,4,5,4,4,5,5,1,4.125
12/15/2024 5:53:57,Graduate student,Female,3,3,4,5,5,5,5,3,3,4,5,5,2,4.125
12/15/2024 5:54:05,First year,Female,5,4,4,2,5,3,4,5,5,4,4,5,2,4
12/15/2024 5:54:16,Graduate student,Female,2,3,3,3,3,3,3,3,3,4,3,5,2,2.875
12/15/2024 5:54:20,Third year,Male,4,4,5,5,5,5,5,5,4,5,5,5,1,4.75
12/15/2024 5:54:45,Third year,Male,3,2,2,2,4,3,2,3,3,4,3,2,1,2.625
12/15/2024 5:54:46,Graduate student,Female,5,4,4,5,4,4,5,4,4,5,4,5,3,4.375
12/15/2024 5:55:03,Graduate student,Female,5,5,5,5,4,5,4,5,5,5,5,5,2,4.75
12/15/2024 5:55:11,Second year,Female,3,4,3,3,3,2,3,4,4,4,5,5,1,3.125
12/15/2024 5:55:21,Third year,Male,4,3,4,4,4,3,4,5,5,5,5,5,2,3.875
12/15/2024 5:55:32,Second year,Male,3,3,2,1,1,3,2,3,2,3,1,4,1,2.25
12/15/2024 5:55:41,Graduate student,Female,4,4,4,5,5,5,5,4,4,4,5,5,1,4.5
12/15/2024 5:55:47,Third year,Male,3,3,1,2,3,3,2,3,3,3,3,2,4,2.5
12/15/2024 5:55:57,Graduate student,Male,4,5,4,5,5,5,5,4,5,4,5,5,1,4.625
12/15/2024 5:56:01,Second year,Female,3,4,2,2,1,1,4,3,2,2,3,4,3,2.5
12/15/2024 5:56:12,Graduate student,Male,5,4,4,5,5,5,4,5,5,5,5,5,3,4.625
12/15/2024 5:56:27,Second year,Male,1,3,2,4,5,1,3,3,3,1,2,2,2,2.75
12/15/2024 5:56:28,Second year,Female,4,4,1,1,1,1,1,1,1,1,1,1,4,1.75
12/15/2024 5:56:31,Second year,Female,5,5,5,5,3,5,5,5,4,5,5,5,2,4.75
12/15/2024 5:56:47,Second year,Female,3,2,1,1,3,2,2,2,5,1,3,5,2,2
12/15/2024 5:56:49,Third year,Female,5,4,3,5,2,5,5,5,4,5,5,5,1,4.25
12/15/2024 5:56:50,Second year,Male,5,4,4,5,5,5,4,4,5,2,1,4,3,4.5
12/15/2024 5:57:08,Graduate student,Female,3,4,5,5,3,3,3,5,4,5,4,5,1,3.875
12/15/2024 5:57:09,Graduate student,Female,1,1,4,4,3,1,1,2,3,3,3,2,4,2.125
12/15/2024 5:57:17,First year,Female,3,1,1,2,1,2,5,3,1,3,3,4,3,2.25
12/15/2024 5:57:26,Graduate student,Female,4,4,4,4,4,4,4,5,5,5,3,5,2,4.125
12/15/2024 5:57:30,Graduate student,Female,3,5,3,3,3,2,4,3,3,5,4,4,3,3.25
12/15/2024 5:57:42,Third year,Female,5,4,5,5,5,4,4,4,5,4,5,4,2,4.5
12/15/2024 5:57:46,Second year,Female,3,1,2,2,2,2,2,3,1,2,1,2,3,2.125
12/15/2024 5:57:49,Third year,Female,3,2,1,2,2,1,1,3,2,3,3,5,2,1.875
12/15/2024 5:57:59,Third year,Male,4,4,4,4,4,4,4,4,3,5,5,5,1,4
12/15/2024 5:58:08,Third year,Female,4,2,1,2,1,2,3,2,3,3,4,2,3,2.125
12/15/2024 5:58:14,Third year,Male,4,4,4,4,4,4,5,5,5,4,5,5,3,4.25
12/15/2024 5:58:24,Third year,Male,3,3,2,3,2,3,2,1,2,2,4,5,1,2.375
12/15/2024 5:58:36,Third year,Female,4,5,4,4,4,4,5,5,4,5,5,4,1,4.375
12/15/2024 5:58:44,Second year,Female,4,5,3,2,2,1,2,1,3,2,3,4,3,2.5
12/15/2024 5:59:00,Third year,Male,4,5,5,5,5,5,4,5,5,4,5,5,1,4.75
12/15/2024 5:59:07,Third year,Male,4,5,3,2,1,1,1,2,1,4,4,5,1,2.375
12/15/2024 5:59:18,Graduate student,Male,4,4,4,4,4,4,5,5,4,5,5,5,3,4.25
12/15/2024 5:59:25,Third year,Female,3,3,2,2,1,1,3,2,3,2,2,4,3,2.125
12/15/2024 5:59:41,Third year,Female,4,4,2,4,3,2,3,3,2,2,1,1,5,3.125
12/15/2024 5:59:44,Third year,Male,3,4,4,4,4,5,5,4,4,4,4,5,2,4.125
12/15/2024 6:00:01,Graduate student,Male,5,4,4,4,4,4,4,4,5,5,4,5,2,4.125
12/15/2024 6:00:06,Second year,Female,4,2,2,1,3,1,2,2,2,4,3,4,4,2.125
12/15/2024 6:00:17,Graduate student,Female,4,3,5,4,4,4,3,3,5,4,5,5,1,3.75
12/15/2024 6:00:21,Third year,Male,2,5,4,5,4,3,3,2,1,2,3,5,2,3.5
12/15/2024 6:00:34,Third year,Male,5,4,4,5,5,5,5,4,5,5,4,4,1,4.625
12/15/2024 6:00:48,Second year,Male,2,3,1,4,3,3,2,3,2,3,3,2,3,2.625
12/15/2024 6:00:56,Graduate student,Male,5,4,5,5,3,4,5,5,5,4,5,5,1,4.5
12/15/2024 6:01:10,Third year,Female,3,2,1,1,1,2,1,3,3,2,2,4,3,1.75
12/15/2024 6:01:11,Third year,Female,5,4,5,5,4,5,4,4,5,5,4,5,2,4.5
12/15/2024 6:01:27,Third year,Male,4,4,5,4,5,4,4,4,5,4,4,4,3,4.25
12/15/2024 6:01:28,Graduate student,Female,3,2,2,3,3,3,2,4,4,2,3,4,4,2.75
12/15/2024 6:01:29,First year,Male,3,1,2,4,4,1,1,1,1,2,5,4,1,2.125
12/15/2024 6:01:49,Graduate student,Female,2,3,1,2,3,2,2,1,1,2,3,5,4,2
12/15/2024 6:01:53,First year,Male,2,3,3,5,1,1,2,5,1,1,3,4,5,2.75
12/15/2024 6:01:55,Third year,Female,3,1,5,4,5,5,5,4,4,4,4,5,2,4
12/15/2024 6:02:13,Graduate student,Female,4,5,3,1,1,1,2,3,1,3,2,5,1,2.5
12/15/2024 6:02:14,Graduate student,Male,5,5,5,5,4,4,4,5,4,4,5,5,1,4.625
12/15/2024 6:02:29,Graduate student,Female,2,1,1,2,1,1,2,1,1,2,2,1,5,1.375
12/15/2024 6:02:30,Third year,Male,4,5,4,5,5,4,4,4,4,4,4,4,1,4.375
12/15/2024 6:02:47,Graduate student,Female,1,2,3,5,4,3,3,2,2,1,1,4,1,2.875
12/15/2024 6:02:47,Graduate student,Male,4,5,4,5,5,4,5,4,4,5,4,5,1,4.5
12/15/2024 6:03:07,Graduate student,Female,3,2,3,3,3,4,2,3,3,3,2,5,1,2.875
12/15/2024 6:03:11,Third year,Male,4,5,4,3,4,5,4,3,5,4,5,4,2,4
12/15/2024 6:03:23,Third year,Female,4,4,3,4,4,3,2,4,2,2,3,4,4,3.5
12/15/2024 6:03:31,Second year,Male,2,5,5,4,5,4,5,4,5,4,4,5,2,4.25
12/15/2024 6:03:40,Second year,Female,4,4,3,4,2,1,3,2,2,3,3,2,1,2.875
12/15/2024 6:03:43,Second year,Male,3,3,3,4,2,2,4,5,5,4,3,2,5,3.25
12/15/2024 6:03:47,Graduate student,Female,3,5,5,5,3,4,4,4,3,4,4,4,1,4.125
12/15/2024 6:04:04,Graduate student,Male,5,4,4,5,4,4,4,5,5,4,5,5,1,4.375
12/15/2024 6:04:15,Second year,Male,1,2,1,2,1,1,1,2,2,1,4,5,4,1.375
12/15/2024 6:04:16,Graduate student,Female,4,2,2,2,3,1,1,1,1,2,2,1,4,2
12/15/2024 6:04:23,Graduate student,Male,5,5,5,5,5,5,5,4,5,4,5,5,2,4.875
12/15/2024 6:04:40,Second year,Female,4,2,1,1,2,1,3,1,2,3,2,4,2,1.875
12/15/2024 6:04:49,Graduate student,Male,4,5,5,5,4,5,5,4,4,3,5,5,3,4.625
12/15/2024 6:04:57,Third year,Female,3,2,2,2,2,1,2,2,3,2,3,2,5,2
12/15/2024 6:05:27,Second year,Female,2,2,2,1,3,1,1,2,1,2,4,5,3,1.75
12/15/2024 6:05:29,Third year,Female,4,4,2,4,5,5,5,5,4,4,5,5,1,4.25
12/15/2024 6:05:47,Third year,Female,5,5,5,5,3,4,4,5,5,4,5,5,2,4.5
12/15/2024 6:05:48,Second year,Female,3,5,4,3,1,1,2,2,2,4,5,2,3,2.625
12/15/2024 6:06:05,Third year,Female,5,5,4,5,4,4,4,3,4,5,5,5,2,4.25
12/15/2024 6:06:05,Third year,Female,2,3,3,3,2,3,2,1,3,4,4,5,1,2.375
12/15/2024 6:06:21,Second year,Male,5,4,3,3,5,5,5,4,4,5,5,5,1,4.25
12/15/2024 6:06:26,Second year,Male,4,3,2,1,1,2,3,3,2,1,3,2,1,2.375
12/15/2024 6:06:36,Third year,Male,5,4,4,5,4,3,4,5,5,4,5,5,2,4.25
12/15/2024 6:06:45,Third year,Female,4,4,3,3,2,3,4,2,4,2,3,5,1,3.125
12/15/2024 6:06:53,Third year,Female,5,4,4,4,4,5,4,4,4,4,4,4,1,4.25
12/15/2024 6:07:07,Second year,Female,3,3,4,3,3,2,3,3,4,2,3,4,3,3
12/15/2024 6:07:12,Graduate student,Female,4,4,5,5,4,3,4,4,5,4,4,5,1,4.125
12/15/2024 6:07:26,Second year,Female,4,3,2,4,3,3,3,3,3,3,3,4,3,3.125
12/15/2024 6:07:30,Third year,Female,5,5,4,5,3,4,4,5,4,5,4,4,2,4.375
12/15/2024 6:07:48,Second year,Male,4,2,1,1,2,2,2,1,1,2,3,5,1,1.875
12/15/2024 6:08:02,Graduate student,Female,4,5,5,5,4,5,3,5,5,5,4,5,3,4.5
12/15/2024 6:08:09,Graduate student,Female,2,3,3,3,2,2,3,4,4,1,2,2,4,2.75
12/15/2024 6:08:30,Third year,Female,1,5,3,3,2,2,2,1,1,4,2,4,3,2.375
12/15/2024 6:08:31,Third year,Male,3,1,1,3,1,2,4,4,3,2,5,5,5,2.375
12/15/2024 11:49:05,Third year,Female,4,5,4,4,2,3,5,4,3,3,5,5,4,3.875
